Nr.,Comment in English,Spam / Ham,Polarity,Likes,Replies
2817.0,but is this earthquake-safe?,ham,neutral,0,0
2818.0,"Retarded idea, what is the point of the car then?
It`s casual metro for a fucking single vehicle? WHAT?
Have you imagined a safety rules for this place?
What if there will be atack of a terrorists, what if there will be a problem?
Ventilation, additional electricity for each platform.
Jees why would you even do a video for this retarded idea?",ham,negative,11,3
2819.0,nonsense,spam,negative,0,0
2820.0,were to use the extra time saved?,spam,neutral,0,0
2821.0,"This is a bad solution yo iver population, we need to build human habitable platforms in space.",spam,negative,0,0
2822.0,Simple. it´s STUPID idea.,spam,negative,3,0
2823.0,"You'd better not do it, I swear to god...",spam,neutral,0,0
2824.0,goodbye to the dollar,spam,neutral,0,0
2825.0,You can finally text and drive!,spam,positive,0,0
2826.0,Imagine the line you'd have to wait in to use one of those  😂,ham,neutral,0,0
2827.0,This looks fucking scary tbh,spam,negative,0,0
2828.0,Hot wheels has gone to far,spam,neutral,1,0
2829.0,Dumb as fuck... The amount of money needed to build this to be beneficial is astronomical aswell as it's pointless..,spam,negative,0,0
2830.0,Don't read my name. ;),spam,neutral,1,1
2831.0,So basically It's autotopia @ Disneyland,spam,neutral,0,0
2832.0,then what's the point of the car?,spam,neutral,0,0
2833.0,That's not boring at all!,spam,positive,0,0
2834.0,what if i have a truck ? or a motorbike,ham,neutral,0,0
2835.0,Just imagine there is an earthquake and water is flooding inside,ham,neutral,0,0
2836.0,yes we have needed this from orange county to lake elsinore!!!,spam,neutral,0,0
2837.0,didn't this happen in I robot with Will Smith😕,spam,neutral,0,0
2838.0,"I'm all for tunnels but this seems to be the most complicated way of providing access to them. 
The occasional ramp would be much more practical.",ham,neutral,0,0
2839.0,"Why not just do this with an above ground monorail system🙄 
you wouldn't need any lighting and you wouldn't be prone to sink holes, power outages, or earthquakes",ham,neutral,0,0
2840.0,Not practical or too safe.,spam,negative,0,0
2841.0,*Earthquake*,spam,neutral,0,0
2842.0,"Stop making mockups and make it happen. I don't care about what might be, I'd like to see it as reality.

 Anybody can tell tales about how he's gonna make great revolution in technology but not many people can actually achieve it ..",spam,neutral,0,0
2843.0,One good Earthquake. Apocalypse.,spam,neutral,0,0
2844.0,video games better look like this asap,spam,neutral,0,0
2845.0,"This is literally a subway but for cars and not as far fetched as some are making it seem. 
Every problematic thing you can say for this can be said for a subway.",spam,neutral,0,0
2846.0,Its like mario Lol,spam,neutral,0,0
2847.0,"Yeah, so boring.",spam,negative,0,0
2848.0,".
how does it have so much subs",spam,neutral,0,0
2849.0,"Will be some complicated cleanup, I see this as the next train or subway to jump in front of.",ham,negative,0,0
2850.0,These GTA graphics look incredible!,spam,positive,0,0
2851.0,One grande and its over,spam,neutral,0,0
2852.0,Too cool!  Sign us up for #theboringcompany and #tunnels,spam,positive,1,0
2853.0,incedible costly concept. it'd be to the scale of Eisenhower's post war highway system.,spam,negative,0,0
2854.0,How cool of a video was that.  We love the boring company!,spam,positive,0,0
2855.0,"Yea, good luck on that with all the ducking retards on this planet",spam,negative,27,4
2856.0,Is it weird I thought of this idea when I was about 10? So glad someone's finally made a video of it :D,spam,neutral,0,0
2857.0,In a world where Traffic is NONEXISTENT...,spam,neutral,0,0
2858.0,Wait.....what would happen if the tunnels collapsed?,spam,neutral,0,0
2859.0,"1. The system of platforms at the moment is too unrealistic, the construction of a contact network + platform ...

 the costs will be huge. It is easier to essentially duplicate ground communications. 2. Isn't Los Angeles in a seismically active area? What effect can even a small fluctuation have on deep structures?",ham,neutral,0,0
2860.0,anyone know what the song is?,spam,neutral,0,0
2861.0,"Such Boring! Wow!




(The grammer was bad on purpose)",spam,neutral,0,0
2862.0,This is an unrealistic concept considering the length of time it'll take to bore all those lanes.,spam,negative,0,0
2863.0,"One video that has been out for one day. 
10k subscribers. 
Daaaaammn.





Well, I guess if anyone can do it, it is Elon musk.",spam,neutral,0,0
2864.0,Great idea... but good luck coming up with the funding and man power to make it.,spam,neutral,0,3
2865.0,it's all about population control to keep citizens in crowded cities,spam,neutral,0,0
2866.0,"This seems to be near impossible in this day and age. Then again, when has Elon not delivered? :D",spam,neutral,0,0
2867.0,"Elon, just buy a helicopter..",spam,neutral,0,0
2868.0,the thing that sucks about this is that it's probably gonna be in big cities like New York for a long time :/,spam,neutral,0,0
2869.0,"It's a self driving car which hitches a ride on another self driving pod which goes underground, that's stupid....
 Just do away with the pod and let tesla drive itself underground...",ham,negative,0,0
2870.0,The whole time I was watching this I was thinking who's gonna build that and don't look at me when it collapse,spam,negative,0,0
2871.0,When the platform goes down couldn't someone walking accidentally fall down from the hole,ham,neutral,0,0
2872.0,"dont you think there will be traffic to take one of those transporters. The main aim of this company is to reduce traffic. 
on top of this, the amount of work to be done is humongous. They have to keep in mind the various cables, pipelines and alas mother nature. She can pretty devastating sometimes.",ham,neutral,1,0
2873.0,yeah thats never gonna happen lol,spam,negative,0,0
2874.0,Lol this won't work in Florida,spam,neutral,0,0
2875.0,This is cool but it will never work. Also its just more environment that we will have to destroy.,spam,negative,0,0
2876.0,Why is this number 2 on trending,spam,neutral,0,0
2877.0,Like Irobot?,spam,neutral,3,0
2878.0,Cars ride cars now? Time to go back under my rock now,spam,neutral,0,0
2879.0,"dammit I love futuristic sho
it",spam,positive,0,0
2880.0,This is pretty boring,spam,neutral,0,0
2881.0,"My first thought was ""you still have to wait"" and then the video progress ""everything down there is moving at 200km/h""",spam,neutral,0,0
2882.0,Until someone brings a bomb down there,ham,negative,0,0
2883.0,So a subway ?,spam,neutral,0,0
2884.0,i hope reincarnation is real because i wanna be born again and again and again to see the futures 😂,spam,neutral,0,0
2885.0,This is so fucking stupid. Good concept of there wasn't so many cons that come with it,spam,negative,0,0
2886.0,Fucking Awesome!,spam,positive,1,0
2887.0,The future likes cancerous,spam,negative,0,1
2888.0,This will not work until world bans Islam. Otherwise they will always try to blast these tunnels.,spam,neutral,0,0
2889.0,*Wellcome to the future* ⬅ 2017,spam,neutral,0,0
2890.0,"Instead of up, we go down.
Ironic",spam,negative,0,0
2891.0,Ridiculous,spam,negative,0,0
2892.0,Don't read my channel's name,spam,neutral,0,0
2893.0,So now self driving cars will have self driving cars. Great!,spam,positive,1,0
2895.0,hi,spam,neutral,0,0
2896.0,what about earthquake and earthworms and shit.,ham,neutral,0,0
2898.0,"why the fuck are we being shown videos like this we are no were close to this kind of shit all the work that would d have to be put into
 this plus i cant even image how much money this shit will cost and one more thing it would be a hell of a lot easier to just keep making self driving cars because eventually everyone will have one and when that happent there will be zero traffic its just a waste of time and money",spam,negative,0,0
2899.0,The amount of money to do something like that would be insane!,spam,neutral,0,0
2900.0,Plot Twist: This is actually in Mars,spam,neutral,1354,13
2901.0,Good luck with finding the money to do this in even one city.,spam,neutral,0,0
2902.0,"yes, yes. and so yes. leave it up to Musk!",spam,positive,0,0
2903.0,"This wouldn't be practical at all for a number pf reasons....

1.  Waiting times
2. You'd get long line up of cars along the road thereby contributing to traffic congestion
3.  Punching that many holes and in the ground weakens the top  foundation layer where heavier objects such as buildings and construction equipment are.",ham,neutral,0,0
2905.0,"no disrespect to Elon, he's a smart guy way smarter then I am, but I don't think this really a good idea. Yeah traffic really sucks but are 
you really gonna drill a bunch of tunnels under the ground just to avoid it. Your like a billionaire i'm sure you could just take a plane to mcdonald's or somethin",spam,neutral,0,0
2906.0,Dumbest shit to date!,spam,negative,0,0
2907.0,this would create so many sinkholes,spam,neutral,0,0
2908.0,"Metro for cars. What's next, car airlines?",spam,neutral,0,0
2909.0,The furture😊,spam,neutral,0,0
2910.0,"Something similar came out of an episode of Dr. Who, I don't think that's a good idea.",spam,neutral,0,0
2912.0,What if there's an earthquake?,ham,neutral,109,16
2913.0,I want to download it but it doesn't give a choice.,spam,neutral,0,0
2914.0,Yeah... that's not gonna happen,spam,neutral,0,0
2915.0,hot wheels invented this shit first....,spam,neutral,1034,9
2916.0,Our next need for speed underground???,spam,neutral,0,0
2917.0,"very impractical!! we'd have to wait days to get into one of those carrier things!! Maybe
 if the car was transported into a track directly without the carrier it would've been quicker!!",ham,neutral,0,0
2918.0,New   Technology of the damn future,spam,neutral,0,0
2919.0,"Pennsylvania cant even afford to fill in a pot hole or plow the roads when it snows , or finish construction even after 15 years on a single road,
 and youse wanna talk under ground highways ! hahahahahahahaha thank you for your service lol.",spam,neutral,0,0
2920.0,so awesome idea,spam,positive,0,0
2921.0,imagine earthquake,ham,neutral,0,0
2922.0,What if there's an earthquake while going underground. 😫,ham,neutral,0,0
2923.0,Oh shit. What year im I? Im scared,spam,negative,2,1
2924.0,"See, this is cool and all, but remember this is California we're talking about. There are f*cking earthquakes on a daily basis. 
C'mon Elon, I thought you were smart enough not to put an underground network of tunnels in the most geologically unstable region in the United States. Secondly, this is gonna cost a sh*t ton of money. Great idea. Terrible planning and placement.",spam,neutral,1,0
2925.0,HELL NO,spam,negative,0,0
2926.0,Elon Musk is like Lewis from Meet the Robinsons,spam,neutral,1,0
